Tweet,Suicide,Tweet_pt
@thatswhack74 WHOA I WANT SOME TOO,Not Suicide post,@thatswhack74 EU QUERO TAMBÉM!
#totd faves: Time for bed...have a good night/day ...see you in the am...if you...: faves: Time for bed.. http://ad.vu/c2sh,Not Suicide post,#totd faves: É hora de dormir... Boa noite/dia... Até amanhã... Se você...: faves: É hora de dormir.. http://ad.vu/c2sh
I didn't want you to see the painting until it was done.,Not Suicide post,Eu não queria que você visse a pintura até ela estar feita.
He was tired.,Not Suicide post,Ele estava cansado.
I'm so tired of living pay check to pay check. If any scammer wanna DM please do ðð,Potential Suicide post ,"Estou tão cansado de viver cheque a cheque. Se algum golpista quiser me enviar uma mensagem, por favor não faça isso."
Y'a I'll go on a complete social media strike till I change myself completely. I'm about to unlearn all the fuckedâ¦ https://t.co/d2baPJ9Q6c,Potential Suicide post ,Vou fazer uma greve total de mídias sociais até mudar completamente. Estou prestes a desaprender tudo o que está fodido...
- Sitting in the studio talking to Danniee Beee who is ignoring me as he is adding friends to his Facebook;that is until he reads this,Not Suicide post,"Sentado no estúdio falando com Danniee Beee, que está ignorando-me enquanto adiciona amigos ao seu Facebook; até que ele lê isso."
This was a relationship she might want to pursue if he wasn't involved in something illegal.,Not Suicide post,Isso foi uma relação que ela poderia querer perseguir se ele não estivesse envolvido em algo ilegal.
@janniesTWbox But the dip keeps following me! Neh gaat alweer stuk beter gelukkig. Just one of those days!,Not Suicide post,@janniesTWbox Mas a queda continua me perseguindo! Pelo menos agora está indo melhor. É apenas um desses dias!
Installing meebO at http://pkab.wordpress.com. Now you can talk with me when I am online.,Not Suicide post,Instalando o meebo em http://pkab.wordpress.com. Agora você pode conversar comigo quando eu estiver online.
My baby is tired.,Not Suicide post,Meu bebê está cansado.
Done with the stress,Not Suicide post,Fim do estresse
RT @soieange: My ultimate goal is to not end up like all the miserable people around me who settled in life and are perpetually bitter abouâ¦,Potential Suicide post ,RT @soieange: Meu objetivo final é não acabar como todos os miseráveis ao meu redor que se estabeleceram na vida e estão permanentemente amargurados...
"@writingprincess Also, do you own any designer clothes?",Not Suicide post,"@writingprincess Além disso, você tem alguma roupa de grife?"
If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodoraâ¦ https://t.co/5MOeekHS6M,Potential Suicide post ,Se você está cansado de viver para o 1º e 15º e precisa fazer algo IMEDIATAMENTE...como quando seu desodorante regular... https://t.co/5MOeekHS6M
@Acrobat77 Select the tile option. It's a little square towards the bottom of the screen when you're changing the background,Not Suicide post,Selecione a opção de mosaico. É um pequeno quadrado na parte inferior da tela quando você está mudando o fundo.
@RealRobBrydon can't wait for Friday.. I'm coming to see the recording! do you know who Friday's guests are yet? looking forward to it,Not Suicide post,@RealRobBrydon não aguenta mais para sexta-feira... Estou indo ver o registro! Você já sabe quem são os convidados da sexta-feira? Estou ansioso por isso.
Good morro! I had a dream that I was banned from GGUI,Not Suicide post,Bom dia! Eu tive um sonho em que eu fui banido do GGUI
"@khushi4all Don't make a topic, am sure you'll get some replies soon.",Not Suicide post,"@khushi4all Não crie um tópico, estou certo de que logo você receberá algumas respostas."
I want you to clean the dishes.,Not Suicide post,Quero que você lave as louças.
me when i finally die after saying i want to die every single day https://t.co/zXWoEexbQZ,Potential Suicide post ,quando eu finalmente morrer após dizer que quero morrer todos os dias https://t.co/zXWoEexbQZ
i r so tired but i suppose thats what i get for procrastinating. damn i hate having my ego tied up in grades... i blame capitalism,Not Suicide post,"estou tão cansado, mas suponho que seja isso que eu ganho por procrastinar. ódio ter meu ego preso nas notas... culpa é do capitalismo."
@sorinna Billie Holiday - I love this one Ã¯Â¿Â½TÃ¯Â¿Â½ainÃ¯Â¿Â½t NobodyÃ¯Â¿Â½s Business If I DoÃ¯Â¿Â½,Not Suicide post,@sorinna Billie Holiday - Eu amo essa uma Ã¯Â¿Â½TÃ¯Â¿Â½ainÃ¯Â¿Â½nÃ¯Â¿Â½o ninguÃ¯Â¿Â½m se importa se eu faÃ§o isso.
@nerer0cket dont worry we'll make the most out of it,Not Suicide post,"@nerer0cket não se preocupe, faremos o melhor disso!"
wanted to kill her.,Not Suicide post,queria matá-la.
"@MoeruItami,[#XB2RP  | #MVRP],yeah, fuck it. im logging out. ill maybe make another account some other time and follow people i like but i really dont want to be here anymore. i dont enjoy the verse, waaay too toxic.",Potential Suicide post ,"@MoeruItami,[#XB2RP  | #MVRP],sim, foda-se. estou saindo. talvez crie outra conta em outro momento e siga as pessoas que eu gosto, mas não quero mais estar aqui. Eu não estou gostando da música, muito tóxico demais."
Why did I even come back I want to fucking die I'm tired of everything,Potential Suicide post ,Por que eu voltei? Quero morrer de fome Estou cansado de tudo.
RT @DrA_001: Buying your girl weaves is love language on its own ð¯,Not Suicide post,COMPRA DE MELOS PARA SUA MENINA É UM LINGUAGEM DO AMOR POR SI SÓ.
"eating pre-peeled oranges, too lazy to peel my own orange.",Not Suicide post,"comendo laranjas pré-despolpadas, muito preguiçoso para despolpar a minha própria laranja."
@Mendelt Goodmorning dude! long time no see,Not Suicide post,"Bom dia, cara! muito tempo sem nos vermos!"
"@neilpk70 @2pc_Viking @DianeMariePosts @M_S_Fricker You are being narrow minded....it's about the people, who jsutâ¦ https://t.co/4gsj86SZmV",Potential Suicide post ,"@neilpk70 @2pc_Viking @DianeMariePosts @M_S_Fricker Você está sendo estreito de mente... é sobre as pessoas, que apenas... https://t.co/4gsj86SZmV"
@ilovetypography and in danish its &quot;rytme&quot;,Not Suicide post,"E em dinamarquês é ""rytme"""
I thought Iâve hated myself before but now i really truly hate myself so god damn much.,Potential Suicide post ,"Achei que eu já me odei antes, mas agora realmente e verdadeiramente me odeio tanto assim."
@sputnick42 welcome &amp; good to see you!,Not Suicide post,@Sputnik42 bem-vindo e bom ver você!
"ahhh!!! The Shoe throwing Tradition.. After Pakistan and Iraq, Now in India http://bit.ly/s6lea",Not Suicide post,"ahhh!!! A tradição de atirar sapatos... Depois do Paquistão e do Iraque, agora na Índia http://bit.ly/s6lea"
tellin two of my bfflÃ¯Â¿Â½s to sign up here,Not Suicide post,diga para duas de minhas amigas mais próximas se inscreverem aqui
@BBQNYC thats right unc!!! what a game...,Not Suicide post,"@BBQNYC é verdade, cara! Que jogo..."
"@alexasberthold,The Moon,I cant do this im a fucking wreck i havent touched a thing at work i have cried here since 8am but i dont want to leave because i have to go say goodbye to someone i shouldnt be. Idk what to do with myself anymore",Potential Suicide post ,"@alexasberthold, A Lua,Eu não consigo fazer isso estou uma merda total eu não toquei em nada no trabalho desde as 8h da manhã e chorei aqui mas não quero ir embora porque preciso dizer adeus a alguém que não devia ser. Não sei o que fazer comigo mesmo mais"
Is up at 7 am for no reason. Had a great day yesterday... hopes today is just as good,Not Suicide post,Acordou às 7 da manhã sem motivo algum. Tinha um dia incrível ontem... espera que hoje seja tão bom
survive but tired like shit whatâs the point of living,Potential Suicide post ,"sobreviver, mas estou exausto como uma merda, qual é o ponto de viver?"
I hate myself sm. I just wanna die. I donât deserve to live.,Potential Suicide post ,Eu odeio a mim mesmo. Eu só quero morrer. Eu não mereço viver.
"@TennisGrapevine ""Thousands of dead children"", as he put it. Sigh.",Potential Suicide post ,"@TennisGrapevine ""Milhares de crianças mortas"", como ele disse. Suspiro."
I'm tired of living tbh,Potential Suicide post ,"Estou cansado de viver, tbh"
Damn I hate myself,Potential Suicide post ,Eu odeio mim mesmo
@REGYATES Nice pictures! Glad your having a good time!,Not Suicide post,@REGYATES Ótimas fotos! Sinto que você está tendo um ótimo tempo!
@coollike don't quit Twitter,Not Suicide post,@coollike não desista do Twitter
RT @akiresaur: Learn the art of being alone and being happy at the same time.,Not Suicide post,"APENAS a tradução equivalente em português brasileiro:
RT @akiresaur: Aprenda a arte de estar sozinho e ser feliz ao mesmo tempo."
"@sokeri thanks for the help, i have realized that Now I need you to make it work.",Not Suicide post,"@Sókeri obrigado pela ajuda, eu percebi agora que preciso que você faça funcionar."
"checking out virtual box, looks quite nice",Not Suicide post,"verificando o virtual box, parece muito legal"
"@Rukaarii Just woken up, very pleased he won. Was it a good match?",Not Suicide post,"@Rukaarii Acabou de acordar, muito satisfeito que ele ganhou. Foi uma boa partida?"
Somebody kill the evil version of me please!!,Potential Suicide post ,Alguém por favor mate a versão maligna de mim!!
"heading home today for easter break my parents don't think i'll be home til thursday, so what a surprise!",Not Suicide post,"Estou indo para casa hoje para as férias de Páscoa! Meus pais não acham que eu vou chegar em casa até quinta-feira, então é uma surpresa!"
RT @MandalMadhura: @narendramodi Itâs a black Diwali for all of us who failed to #LetAvniLive. while we reached out to ur office with evideâ¦,Potential Suicide post ,RT @MandalMadhura: @narendramodi É uma Diwali preta para todos nós que falhamos em fazer com que Avni vivesse. enquanto chegamos ao seu escritório com evidências...
I dont want to be here anymore,Potential Suicide post ,Não quero mais estar aqui
"I'm getting tired of people going through everything, like literally everytime I die its cuz someone goes my stuff",Potential Suicide post ,"Estou cansado de as pessoas passarem por tudo, como literalmente a cada vez que eu morro é porque alguém vai em meu lugar."
@ThE_ED uh oh you're in trouble,Not Suicide post,@ThE_ED ufa! Você está em apuros!
Won my first game of settlers ..and I didn't even realize I could have won the pound before haha,Not Suicide post,Ganhei meu primeiro jogo de colonizadores... e nem percebi que poderia ter ganhado a libra antes haha
"hey hey hey, just joined Twitter. sounds like a nice thing",Not Suicide post,"hey hey hey, acabei de me juntar ao Twitter. parece ser uma coisa legal"
